shRNA,count
Bcl6,85322
Bcl6.2,22330
Bcl6.3,17274
CD4.1,36658
CD4.2,4458
CD4.3,41639
CD4.4,140253
CDK9.1,77846
CDK9.2,318
CDK9.3,37363
Ccnt1,29563
Ccnt1.2,158770
Ccnt1.3,62357
Ccnt1.4,61837
Cd14,48070
Cd14.2,10452
Cd19,18282
Cd19.3,6038
Cd19.4,7233
Fosb,8
Fosb.2,317
Hes1,1114
Hes1.2,9402
Hes1.3,8
Id2,0
Id2.2,45
Id2.3,30746
Id2.4,11063
Id2.5,16
Id3,6602
Id3.2,7707
Id3.3,30334
Id3.4,195
Id3.5,3
Klf12,14334
Klf12.4,41
Klf12.5,25377
Klf2,800
Klf2.2,537
Klf2.3,0
Klf2.4,4837
Klf2.5,0
Klf2.6,2058
Klf2.7,1553
Ms4a1,168281
Ms4a1.2,5888
Nfatc3.2,252051
Nfatc3.3,2648
Nfatc3.7,74
Nfatc3.8,1
Rpa3.1,43
Rpa3.2,2093
Rpa3.3,555
Rpa3.4,1564
Runx3,62
Runx3.2,0
Runx3.3,4110
Satb1.1,646
Satb1.2,43821
Satb1.3,73571
Scmh1.1,3022
Scmh1.2,12192
Scmh1.3,13695
Scml2.1,3281
Scml2.2,19633
Scml2.3,7698
Scml2.4,13429
Scml4.1,22005
Scml4.2,550
Scml4.3,730
Setd1a.1,0
Setd1a.2,21922
Setd1a.3,7026
Setd1a.4,2120
Setd2.1,1352
Setd2.2,13645
Setd2.3,48246
Setd2.4,71735
Setd3.1,8337
Setd3.2,619
Setd3.3,4499
Setd4.1,0
Setd4.2,4747
Setd4.3,234
Setd4.4,1241
Setd5.1,0
Setd5.2,300626
Setd5.3,0
Setd5.4,128860
Setd7.1,6864
Setd7.2,934
Setd8.1,4587
Setd8.2,3373
Setd8.3,11370
Setd8.4,3091
Setdb1.1,70402
Setdb1.2,84429
Setdb1.3,14138
Setdb1.4,7867
Setdb2.1,192
Setdb2.2,42158
Setdb2.3,2526
Setdb2.4,2716
Setmar.1,17050
Setmar.2,73172
Setmar.3,1049
Setmar.4,14715
Sfmbt1.1,28241
Sfmbt1.2,13
Sfmbt1.3,17256
Sfmbt1.4,22325
Sfmbt2.1,0
Sfmbt2.2,43263
Sfmbt2.3,2678
Sgk1.1,12541
Sin3a.1,1529
Sin3a.2,115404
Sin3a.3,261
Sin3a.4,1260
Sin3b.1,57
Sin3b.2,4554
Sin3b.3,630
Sin3b.4,83
Sirt1.1,18584
Sirt1.2,94141
Sirt1.3,19021
Sirt1.4,5756
Sirt3.1,7394
Sirt3.2,386
Sirt3.3,13273
Sirt3.4,9991
Sirt4.1,12
Sirt4.2,3201
Sirt4.3,7249
Sirt4.4,6881
Sirt5.1,4094
Sirt5.2,2228
Sirt5.3,294
Sirt5.4,11
Sirt6.1,2451
Sirt6.2,1795
Sirt6.3,0
Sirt6.4,1403
Sirt7.1,15825
Sirt7.2,7418
Sirt7.3,1110
Sirt7.4,21581
Smarca1.1,27072
Smarca1.2,25712
Smarca1.3,2550
Smarca1.4,5171
Smarca2.1,2808
Smarca2.2,7934
Smarca2.3,1280
Smarca4.1,2925
Smarca4.2,635
Smarca4.3,5303
Smarca4.4,1674
Smarca5.1,23487
Smarca5.2,56
Smarca5.3,1327
Smarca5.4,26356
Smarcc1.1,1899
Smarcc1.2,9771
Smarcc1.3,18356
Smarcc2.1,0
Smarcc2.2,152
Smarcc2.3,1021
Smarcc2.4,79582
Smarcd1.1,28816
Smarcd1.2,59887
Smarcd1.3,8791
Smarcd1.4,19544
Smarcd2.1,440
Smarcd2.2,265
Smarcd2.3,3518
Smarcd3.1,5744
Smarcd3.2,6352
Smarcd3.3,7502
Smarcd3.4,12493
Smarce1.1,429
Smarce1.2,5786
Smarce1.3,5657
Smarce1.4,13931
Smyd1.1,7531
Smyd1.2,1413
Smyd1.3,12335
Smyd2.1,1825
Smyd2.2,5468
Smyd2.3,1296
Smyd2.4,34
Smyd3.1,6656
Smyd3.2,14267
Smyd3.3,14
Smyd3.4,692
Smyd4.1,103434
Smyd4.2,31910
Smyd4.3,1814
Smyd4.4,6572
Smyd5.1,9596
Smyd5.2,2076
Smyd5.3,173
Smyd5.4,251
Sp100.1,390950
Sp100.2,4491
Sp100.3,8718
Sp100.4,1829
Sp110.1,27513
Sp110.2,1877
Sp110.3,6010
Sp110.4,5567
Sp140.1,394218
Sp140.2,3006
Sp140.3,10854
Sp140.4,2569
Ssrp1.1,1758
Ssrp1.2,11363
Ssrp1.3,1341
Ssrp1.4,4215
Supt16h.1,13188
Supt16h.2,1613
Supt16h.3,186
Supt16h.4,335925
Suv39h1.1,38644
Suv39h1.2,18233
Suv39h1.3,12354
Suv39h1.4,30426
Suv39h2.1,60427
Suv39h2.2,7617
Suv39h2.3,39716
Suv39h2.4,10379
Suv420h1.1,1557
Suv420h1.2,10618
Suv420h1.3,12218
Suv420h1.4,10640
Suv420h2.1,1850
Suv420h2.2,265
Suv420h2.3,497
Suv420h2.4,758
Suz12.1,7665
Suz12.2,2269
Suz12.3,11475
Suz12.4,2371
Taf1.1,0
Taf1.2,191918
Taf1.3,7426
Taf1.4,2
Taf3.1,30588
Taf3.2,10
Taf3.3,11979
Taf3.4,22100
Tbx21,3409
Tbx21.3,7282
Tbx21.4,2610
Tcea1.1,1741
Tcea1.2,1248
Tcea1.3,11956
Tcea1.4,8244
Tdg.1,505
Tdg.2,2698
Tdg.3,13605
Tdg.4,664
Tet1.1,16293
Tet1.2,758
Tet1.3,2404
Tet1.4,4597
Tet2.1,3
Tet2.2,1993
Tet2.3,141346
Tet2.4,4706
Tet3.1,2217
Tet3.3,1555
Tet3.4,6178
Trim24.1,8001
Trim24.2,30500
Trim24.3,78448
Trim24.4,187258
Trim28.1,7505
Trim28.2,34810
Trim28.3,11208
Trim28.4,59
Trim33.1,25515
Trim33.2,13400
Trim33.3,34722
Trim33.4,29745
Trim66.1,15023
Trim66.3,1984
Trim66.4,1021
Ube2a.1,69767
Ube2a.2,8511
Ube2b.1,102855
Ube2b.2,505
Ube2b.3,51944
Ube2b.4,87655
Ube2e1.1,1742
Ube2e1.3,69712
Ube2e1.4,62
Ube2i.1,2569
Ube2i.2,2480
Ube2i.3,1949
Ube2i.4,17863
Uhrf1.1,44443
Uhrf1.2,6499
Uhrf1.3,12829
Uhrf1.4,3233
Usp22.1,9303
Usp22.2,26081
Usp22.3,18614
Usp22.4,3015
Usp27x.1,83578
Usp27x.2,7364
Usp27x.3,9536
Usp27x.4,39572
Usp51.1,42011
Usp51.2,24938
Usp51.3,24457
Usp51.4,3648
Wbp7.1,621
Wbp7.2,7765
Wbp7.3,423
Wbp7.4,4926
Wdr5.1,5591
Wdr5.2,61
Wdr5.3,147
Wdr5.4,1807
Wdr82.1,0
Wdr82.2,95514
Wdr82.3,21968
Wdr82.4,10940
Whsc1.1,10934
Whsc1.2,1549
Whsc1.3,13785
Whsc1.4,30091
Whsc1l1.2,42818
Whsc1l1.3,10699
Whsc1l1.4,97871
Zmynd11.1,10107
Zmynd11.2,30219
Zmynd11.4,36596
Zmynd8.1,2416
Zmynd8.2,60
Zmynd8.3,8668
Zmynd8.4,2
